"Times.com.mx, ""Lệnh điều hành dẫn đến việc nắm bắt lãnh đạo ISIS, Rasheed Muhammad,"" ngày 31 tháng 1 năm 2017"
"Thời gian, ""Cách thăm dò khủng bố Zazi có thể giúp US Intel,"" ngày 23 tháng 9 năm 2009"
"NBC New York, ""NYC Man đã cố gắng tham gia ISIS, cố gắng giúp Undercover Informant đến Syria: Khiếu nại"", ngày 24 tháng 5 năm 2016"
"CNN, ""Cái chết của lãnh đạo cấp cao al-Adnani mũ tháng xấu cho ISIS,"" ngày 1 tháng 9 năm 2016"
"PolitiFact, ""lệnh cấm nhập cư của Trump: 4 câu hỏi chính được trả lời"", ngày 29 tháng 1 năm 2017"
"PolitiFact, ""Tại sao so sánh các hạn chế nhập cư của Trump và Obama là thiếu sót"", ngày 30 tháng 1 năm 2017"
"CNN, ""Trump bắn AG sau khi từ chối bảo vệ lệnh cấm du lịch"", ngày 31 tháng 1 năm 2017"
"CNN, ""Tòa án phúc thẩm thứ 9 để nghe thử thách lệnh cấm của Trump hôm thứ Ba,"" ngày 7 tháng 2 năm 2017"
"Moline Dispatch, ""Tòa án quận Cook tăng trái phiếu cho tội phạm súng - nhưng nghi phạm nhận ra nhanh hơn,"" ngày 4 tháng 2 năm 2017"
"Nội dung F *** Sự kiện, tweet, ngày 24 tháng 1 năm 2017"
"Ngân hàng Thế giới, tài trợ cho sự chấm dứt nghèo đói, ngày 10 tháng 7 năm 2015"
"Ngân hàng Thế giới, Thực hiện bất bình đẳng, 2016"
"Trung tâm Phát triển Toàn cầu, Xăng, súng và quà tặng, ngày 2 tháng 8 năm 2016"
"Viện Brookings, Làm thế nào để chấm dứt đói nghèo? Cung cấp cho người nghèo tiền mặt và quyền truy cập vào tiền điện thoại di động và nhắn tin cho họ để tiết kiệm và lấy meds của họ, không, ngày 6 tháng 2 năm 2017"
"Viện Brookings, Khoảng cách nghèo đói toàn cầu đang giảm. Tỷ phú có thể giúp đóng cửa, ngày 20 tháng 1 năm 2017"
"Viện nghiên cứu hòa bình quốc tế Stockholm, Cơ sở dữ liệu chi tiêu quân sự, được truy cập vào ngày 2 tháng 2 năm 2017"
"Chính sách đối ngoại, Giá phải, ngày 18 tháng 7 năm 2011"
"Tập đoàn Ngân hàng Thế giới, Phát triển, Đầu tư, Bảo hiểm: Kế hoạch trò chơi kết thúc tình trạng nghèo cùng cực vào năm 2030, tháng 11 năm 2016"
"CSNBBS, bài đăng, ngày 6 tháng 2 năm 2013"
"Christ Michael, bài đăng trên blog, ngày 28 tháng 5 năm 2014"
"Phỏng vấn, Christoph Lakner, chuyên gia kinh tế, Nhóm Nghiên cứu Phát triển, Ngân hàng Thế giới, 6/2/2017"
"Cuộc phỏng vấn qua email, Charles Kenny, đồng nghiệp cấp cao, Trung tâm phát triển toàn cầu, ngày 6 tháng 2 năm 2017"
"Cuộc phỏng vấn qua email, David Steven, đồng chí cấp cao, Trung tâm Hợp tác Quốc tế Đại học New York, ngày 6 tháng 2 năm 2017"
"Cuộc phỏng vấn qua email, Ben Oppenheim, đồng nghiệp, Trung tâm Hợp tác Quốc tế Đại học New York, ngày 6 tháng 2 năm 2017"
"Cuộc phỏng vấn qua email, Indermit Singh Gill, giáo sư thực hành chính sách công, Trường đại học Duke, trường chính sách công, ngày 6 tháng 2 năm 2017"
"CNNews3.com, ""Vi-rút HIV"" được phát hiện trong các quả chuối Walmart sau khi cậu bé 10 tuổi hợp tác với Virus "", được truy cập vào ngày 6 tháng 2 năm 2017"
"New Yorker, ""Chúng tôi không có chuối"", ngày 10 tháng 1 năm 2011"
"Washington Post, ""Điều gì đã giả mạo trên Internet trong tuần này: máu HIV ở chuối và cá voi SeaWorld trong túi nhựa"", ngày 13 tháng 11 năm 2015"
"Manila Times, ""Các nhà xuất khẩu yêu cầu DA giúp đỡ so với bệnh chuối,"" ngày 14 tháng 12 năm 2015"
"Ngôi sao Philippine, ""Người trồng chuối tìm kiếm sự giúp đỡ trong cuộc chiến chống bệnh Mokillo"", ngày 20 tháng 12 năm 2015"
"TMZWorldNews.com, ""Chuối bị BỊ TÍNH với vi-rút HIV !,"" được truy cập vào ngày 6 tháng 2 năm 2017"
"News4ktla.com, ""WHO: Chuối từ Ấn Độ đang bị tiêm nhiễm HIV trước khi giao hàng tại Mỹ"", được truy cập vào ngày 6 tháng 2 năm 2017"
"BuzzSouthAfrica.com, ""Chuối nhiễm HIV trong siêu thị SA: Bộ Y tế Lưu ý,"" được truy cập vào ngày 6 tháng 2 năm 2017"
"Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh, ""Truyền HIV"", được truy cập vào ngày 6 tháng 2 năm 2017"
"True Americans.me, ""Barack Obama sẽ có hóa đơn đô la trị giá 1 đô la 2017"", ngày 26 tháng 1 năm 2017"
"Huffington Post, ""15 mẫu thiết kế mới tuyệt vời cho dự luật đô la"", ngày 16 tháng 9 năm 2010"
"Tin thế giới hàng tuần, ""Obama trên hóa đơn đô la mới,"" ngày 30 tháng 11 năm 2012"
"Tạp chí Quốc gia, ""Một là Hóa đơn đô la lớn nhất,"" ngày 28 tháng 1 năm 2014"
"Politico, ""Quốc hội chỉ thay đổi ngoài vòng pháp luật đối với hóa đơn 1 đô la"", ngày 18 tháng 12 năm 2015"
"Thời gian, ""The Harriet Tubman $ 20 Bill có thể thực hiện một đầu tay sớm,"" ngày 7 tháng 12 năm 2016"
"Cục khắc và in của Hoa Kỳ, ""Tiền tệ của Hoa Kỳ: $ 1 Ghi chú"", được truy cập vào ngày 2 tháng 2 năm 2017"
"Bộ Tài chính Hoa Kỳ, ""Trung tâm tài nguyên: Chân dung và kiểu dáng"", được truy cập vào ngày 2 tháng 2 năm 2017"
"Politicot.com, ""Mike Pence:"" Cho phép nạn nhân cưỡng hiếp có sự phá thai sẽ dẫn đến phụ nữ cố gắng bị hãm hiếp "","" ngày 17 tháng 7 năm 2016"
"Ngôi sao Indianapolis, ""Pence ký những hạn chế phá thai mới thành luật với lời cầu nguyện,"" ngày 24 tháng 3 năm 2016"
"CNN, ""Donald Trump chọn Mike Pence làm Phó chủ tịch,"" ngày 16 tháng 7 năm 2016"
"PunditFact, ""Trang web tạo nên câu chuyện mà Mike Pence gọi là Michelle Obama khiếm nhã"", ngày 20 tháng 12 năm 2016"
"PunditFact, ""Tin tức giả mạo kiểm tra sự thật cho thấy khó khăn như thế nào để tiêu diệt"" cỏ dại khó chịu ""trực tuyến"", ngày 27 tháng 1 năm 2017"
"CNN, ""Phó chủ tịch Mike Pence phát biểu ngay tại nhà vào tháng 3 cho cuộc sống"", ngày 27 tháng 1 năm 2017"
"Đại hội Indiana, House Bill 1337, được truy cập vào ngày 1 tháng 2 năm 2017"
"LastLineOfDefense.org, ""BREAKING: Meryl Streep vừa bị đuổi khỏi một dự án lớn để nói về Trump"", ngày 9 tháng 1 năm 2017"
"PolitiFact, ""Donald Trump nói Hillary Clinton là"" sai ""khi nói rằng ông đã chế nhạo một phóng viên tàn tật"", ngày 20 tháng 10 năm 2016"
"RadioTimes.com, ""Happy Days reboot là"" rất có thể ""theo tác giả của loạt truyện Garry Marshall,"" ngày 10 tháng 6 năm 2016"
"Phóng viên Hollywood, ""Quả cầu vàng: Meryl Streep nói chuyện về nhập cư, lấy mục tiêu tại Donald Trump trong bài diễn văn đam mê"", ngày 8 tháng 1 năm 2017"
"Deadline.com, ""Meryl Streep Chấp nhận Giải thưởng Cecil B. DeMille, kêu gọi Trump"" Bản năng để làm nhục "", ngày 8 tháng 1 năm 2017"
"Donald Trump tweet, ngày 9 tháng 1 năm 2017"
"Ron Howard tweet, ngày 9 tháng 1 năm 2017"
"Success-Street.com, ""WOW: Obama đặt hàng quy chế đồng bằng cuộc sống của chính mình để được cài đặt vĩnh viễn trong Nhà Trắng,"" ngày 18 tháng 1 năm 2017"
"EmpireNews.net, ""Đơn đặt hàng của Obama đã quy định bản quyền bằng đồng của cuộc sống để được cài đặt vĩnh viễn tại Nhà Trắng"", ngày 31 tháng 12 năm 2016"
"CNN, ""Obama làm một chuyến thăm chính trị nhanh chóng đến Puerto Rico,"" ngày 14 tháng 6 năm 2011"
"San Diego Union-Tribune, bức ảnh của bức tượng Obama, ngày 20 tháng 2 năm 2012"
"Houston Chronicle, ""Tổng thống bị ám ảnh Texan Ron Wade có một Văn phòng Bầu dục trong nhà riêng của mình,"" ngày 15 tháng 3 năm 2012"
"Flickr.com, bức ảnh của bức tượng Obama, ngày 8 tháng 1 năm 2013"
"Mirror, ""US White House fan hâm mộ xây dựng bản sao 150.000 bảng của Oval Office trong nhà riêng của mình,"" ngày 12 tháng 11 năm 2013"
"Constitution.com, George Soros đã tài trợ cho hơn 50 nhóm ""Nhóm dành cho nữ quyền"" vào ngày 24 tháng 1 năm 2017"
"Trueactivist.com, Globalist Soros tiếp xúc tài trợ hơn 50 tổ chức trong tháng 3 của phụ nữ trên DC, ngày 23 tháng 1 năm 2017"
"Phụ nữ trên thế giới, tỷ phú George Soros có quan hệ với hơn 50 'đối tác' trong tháng 3 của phụ nữ ở Washington, ngày 20 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email, Laura Silber, giám đốc truyền thông, Tổ chức Xã hội mở, ngày 25 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email, Asra Nomani, tác giả, ngày 24 tháng 1 năm 2017"
"The 98 khác, hình ảnh virus, nhận được bởi PolitiFact ngày 17 tháng 1 năm 2017"
Sửa đổi Thượng viện 178 thành S.Con.Res.3
Phiếu bầu cuộc gọi về Sửa đổi 178
Sửa đổi Thượng viện 188 thành S.Con.Res.3
Phiếu bầu cuộc gọi về Sửa đổi 188
"OpenSecrets.org, trang chính cho sản xuất dược phẩm, truy cập ngày 18 tháng 1 năm 2017"
"OpenSecrets.org, trang chính cho dược phẩm / sản phẩm y tế, được truy cập vào ngày 18 tháng 1 năm 2017"
"Washington hàng tháng, ""Cuộc chiến ngu ngốc trên Cory Booker,"" ngày 13 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với Viveca Novak, giám đốc truyền thông cho Trung tâm chính trị đáp ứng, ngày 18 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với Abigail McDonough, phát ngôn viên của Heidi Heitkamp, ​​ngày 18 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với Sarah Rothschild, người phát ngôn của Thượng nghị sĩ Joe Donnelly, ngày 18 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với Jeff Giertz, người phát ngôn của Sen. Cory Booker, ngày 18 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với người phát ngôn của Sean Coit cho Thượng nghị sĩ Chris Coons, ngày 18 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với John Rizzo, người phát ngôn của Thượng nghị sĩ Bob Casey, ngày 18 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với Stan Collender, phó chủ tịch điều hành của Qorvis MSLGROUP, ngày 18 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email với Steven Smith, nhà khoa học chính trị tại Đại học Washington ở St. Louis, ngày 18 tháng 1 năm 2017"
"USANewsToday.org, ""Khẳng định! Tư pháp Ruth Bader Ginsburg đang TỪ TRƯỚC TỪ BÀI TÁC PHÓ CỦA Tòa án tối cao,"" Jan 2, 2017"
"Success-Street.com, ""Tin tức vi phạm: Công lý Ruth Bader Ginsburg đang gửi lại từ bài viết của công lý liên kết của tòa án tối cao !!!!"", ngày 22 tháng 12 năm 2016"
"Associated Press, ""Phỏng vấn AP: Ginsburg không muốn hình dung chiến thắng của Trump"", ngày 7 tháng 7 năm 2016"
"TheRightists.com, ""Ruth Ginsburg đe dọa"" từ chức từ SCOTUS ""nếu Trump được bầu làm tổng thống,"" ngày 8 tháng 7 năm 2016"
"PolitiFact Wisconsin, ""Điều Ruth Bader Ginsburg đã nói về Donald Trump,"" ngày 13 tháng 7 năm 2016"
"NPR, ""Không, Ruth Bader Ginsburg không có ý định nghỉ hưu bất cứ lúc nào"", ngày 3 tháng 10 năm 2016"
"PunditFact, ""Trang web tạo nên câu chuyện mà Mike Pence gọi là Michelle Obama khiếm nhã"", ngày 20 tháng 12 năm 2016"
"The Other 98, meme, nhận bởi PolitiFact ngày 9 tháng 1 năm 2017"
"Dean Heller, ""Heller, Cruz, và Rubio tìm cách công nhận Jerusalem là thủ đô của Israel"", ngày 3 tháng 1 năm 2017"
"Congress.gov, trang chỉ mục S. 11"
"Congress.gov, trang chỉ mục S.1622"
"Congress.gov, trang chỉ mục S.604"
"Congress.gov, trang chỉ mục S.117"
"Ted Cruz, tweet, ngày 20 tháng 11 năm 2013"
"Ted Cruz, ""Tuyên bố về vấn đề của Sen. Cruz về các phát hiện của Ủy ban Benghazi,"" ngày 28 tháng 6 năm 2016"
"CNN, ""Ted Cruz trả lời Hillary Clinton trên Benghazi,"" ngày 17 tháng 6 năm 2014"
"Texas Tribune, ""Cruz đề nghị"" Spanking ""cho vai Clinton trong Benghazi,"" ngày 8 tháng 1 năm 2016"
"Marco Rubio, tweet, ngày 28 tháng 6 năm 2016"
"FloridaPolitics.com, ""Marco Rubio tấn công Hillary Clinton sau khi xem xét báo cáo của BOP Benghazi,"" ngày 28 tháng 6 năm 2016"
"Dean Heller, ""Tuyên bố của Heller về các cuộc tấn công ở Libya"", ngày 12 tháng 9 năm 2012"
"Dean Heller, ""Tuyên bố của Heller về việc vượt qua Tyrone S. Woods"", ngày 14 tháng 9 năm 2012"
"Washington Post Fact Checker, ""Hillary Clinton có phải là"" kẻ nói dối ""trên Benghazi không?"" Ngày 30 tháng 10 năm 2015"
"CNN, ""thượng nghị sĩ đảng Cộng hòa khởi động dự luật chuyển đại sứ quán Hoa Kỳ đến Jerusalem,"" ngày 4 tháng 1 năm 2017"
"MajorThoughts.com, ""Nhà hàng Trung Quốc ở Coral Springs, Florida Busted Để bán thịt chó cho khách hàng VIP"", ngày 21 tháng 12 năm 2016"
"GummyPost.com, ""nhà hàng Trung Quốc ở Coral Springs florida bị vỡ vì bán thịt chó làm thực đơn đặc biệt"", ngày 21 tháng 12 năm 2016"
"Archive.is, bài đăng trên Facebook CSPD, ngày 23 tháng 12 năm 2016"
"Yelp.com, China Chow đánh giá, truy cập ngày 9 tháng 1 năm 2017"
"Phỏng vấn Lynne Martzall, Điều phối viên tham gia cộng đồng của Sở Cảnh sát Coral Springs, ngày 10 tháng 1 năm 2017"
"Đài phát thanh Hoa Kỳ, Donald Trump cảnh báo gửi Tổng thống Ghana, ngày 4 tháng 1 năm 2017"
"AllAfrica.com, Ghana: Cuộc bầu cử năm 2016 và tháng 3 của Ghana hướng tới truyền thống dân chủ tự do, ngày 1 tháng 1 năm 2017"
"Tiếng nói của Mỹ, NDC Ponders của Ghana Lý do mất bầu cử, ngày 5 tháng 1 năm 2017"
"Washington Post, Người Ghana sẽ trông đợi gì từ vị tổng thống mới của họ ?, ngày 6 tháng 1 năm 2017"
"News24, cuộc bầu cử tranh chấp của châu Phi, ngày 2 tháng 9 năm 2016"
"ENHLive.com, ""CHÚNG TÔI S RI RIOT! Mẹ của Michelle Obama sẽ nhận 160.000 đô la mỗi năm trong số các túi của người nộp thuế!"", Được truy cập ngày 9 tháng 1 năm 2017"
"USPostman.com, ""Mẹ của Michelle sẽ nhận 160.000 đô la để trở thành"" bà "", được truy cập vào ngày 9 tháng 1 năm 2017"
"New York Times, ""Gia đình Mainstay để di chuyển vào nhà trắng,"" ngày 9 tháng 1 năm 2009"
"Washington Post, ""Bà R khó nắm bắt: Marian Robinson, bà ngoại sống không điển hình của Nhà Trắng"", ngày 31 tháng 3 năm 2014"
"Dịch vụ Nghiên cứu Quốc hội, ""Cựu Chủ tịch: Lương hưu, Trợ cấp Văn phòng và các Quyền lợi Liên bang khác"", ngày 16 tháng 3 năm 2016"
"PolitiFact Arizona, ""Câu chuyện phổ biến trên Internet tuyên bố Arizona, Missouri và Texas ban hành giới hạn hai con vật cưng"", ngày 13 tháng 5 năm 2016"
"BostonTribune.com, ""Đệ nhất phu nhân Marian Robinson nhận trợ cấp chính phủ $ 160K trọn đời"", ngày 17 tháng 10 năm 2016"
"FactCheck.org, ""Không có"" Bà ngoại đầu tiên "","" ngày 9 tháng 11 năm 2016"
"Lưu trữ Quốc gia, ""Đạo luật Cựu tổng thống"", được truy cập ngày 9 tháng 1 năm 2017"
"Văn phòng quản lý nhân sự của Hoa Kỳ, ""Thông tin CSRS"" được truy cập vào ngày 9 tháng 1 năm 2017"
"Benefits.gov, ""Hệ thống hưu trí dịch vụ dân sự (CSRS)"", được truy cập ngày 9 tháng 1 năm 2017"
"NewsDaily12.com, ""Bill Murray có điều này để nói về Rochester, cư dân New Hampshire,"" truy cập ngày 5 tháng 1 năm 2017"
"NewsDaily12.com, ""Bill Murray có điều này để nói về Marion, Ohio Cư dân,"" truy cập ngày 5 tháng 1 năm 2017"
"16WMPO.com, ""Adam Sandler đã nói điều này về Pflugerville, cư dân Texas"", được truy cập ngày 5 tháng 1 năm 2017"
Các tài khoản tương tự được truy cập vào ngày 5 tháng 1 năm 2017
"Smag31, Mẹ áp dụng một biện pháp khắc phục cho em bé của mình, khoảnh khắc sau đó ông qua đời. Hãy cẩn thận với điều này, các bà mẹ !, ngày 25 tháng 11 năm 2016"
"EurkAlert.com, lạm dụng Vicks VapoRub có thể gây hại cho trẻ sơ sinh và trẻ mới biết đi, ngày 13 tháng 1 năm 2009"
"Nhi khoa và Sức khỏe Trẻ em, Tiếp xúc không chủ định của trẻ nhỏ với dầu long não và bạch đàn, tháng 2 năm 2001"
"Tạp chí hô hấp Canada, Ảnh hưởng của tinh dầu bạc hà hít vào sức đề kháng đường hô hấp trên ở người: Một nghiên cứu chéo ngẫu nhiên có kiểm soát, tháng 1 năm 2013"
"Mở Tạp chí Sinh lý Phân tử và Tích hợp, Phân tích các cơ chế bệnh lý liên quan đến tác dụng phụ của điều trị menthol trong các bệnh đường hô hấp, ngày 20 tháng 11 năm 2012"
"Thư viện Y khoa Quốc gia Hoa Kỳ DailyMed, Thông tin về thuốc: Vicks VapoRub, ngày 20 tháng 12 năm 2016"
"ABC News, Vicks VapoRub lạm dụng có thể làm tổn thương trẻ sơ sinh, ngày 13 tháng 1 năm 2009"
"Snopes, Scold Medicine, ngày 28 tháng 11 năm 2016"
"Nhi khoa, Vapor Rub, Petrolatum, và Không điều trị cho trẻ em bị ho và triệu chứng cảm lạnh vào ban đêm, ngày 13 tháng 8 năm 2010"
"Cuộc phỏng vấn qua email, Bruce Rubin, giáo sư và chủ tịch, Khoa Nhi, Đại học Virginia Commonwealth, ngày 4 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email, Jennifer Lowry, trưởng, Bộ phận độc học, Bệnh viện thương xót trẻ em, Thành phố Kansas, ngày 5 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email, Velvet Gogol Bennett, người phát ngôn, Procter và Gamble, ngày 4 tháng 1 năm 2017"
"Cuộc phỏng vấn qua email, Michael Fitzpatrick, Khoa Chăm sóc sức khỏe hô hấp và quan trọng, Đại học Queen's, Ontario, ngày 5 tháng 1 năm 2017"
"Hoa Kỳ Snich, ""Đức Giáo Hoàng Francis theo dõi:"" Kinh Koran và Thánh Kinh là như nhau "", ngày 21 tháng 12 năm 2016"
"Catholic News Service, ""Lắng nghe ông bà của bạn và gặt hái sự khôn ngoan của họ, Đức Giáo Hoàng nói với trẻ em,"" ngày 19 tháng 12 năm 2016"
"NationalReport.net, ""Đức Thánh Cha Francis theo dõi:‘ Kinh Koran và Thánh Kinh là giống nhau ”, được truy cập ngày 5 tháng 1 năm 2017"
"TheNewYorkEvening.com, ""Donald Trump chết vì một cơn đau tim gây tử vong !,"" ngày 19 tháng 12 năm 2016"
"FedsAlert.com, ""Donald Trump chết vì một cơn đau tim gây tử vong !,"" ngày 19 tháng 12 năm 2016"
"Hạn chót Hollywood, ""NHỮNG GÌ ĐÓ LÀ NHỮNG LÝ DO HIỆU QUẢ! Các nhà đầu tư và phương tiện truyền thông Nhận Punk'd bởi WWE & USA Network,"" ngày 18 tháng 6 năm 2009"
"Rolling Stone, ""Donald Trump và WWE: Con đường đến Nhà Trắng bắt đầu từ 'WrestleMania',"" ngày 1 tháng 2 năm 2016"
"Metro Anh, ""Xem Donald Trump có được một Stunner từ đá lạnh Steve Austin sẽ làm sáng lên ngày của bạn,"" ngày 09 tháng 11 năm 2016"
"CNN, ""Người chiến thắng bất ngờ Trump: WWE,"" ngày 15 tháng 11 năm 2016"
"CNBC, ""Trump chọn trùm đấu vật Linda McMahon để lãnh đạo bộ phận quản trị doanh nghiệp nhỏ"", ngày 7 tháng 12 năm 2016"
"Associated Press, ""Donald Trump thắng"" Trận đấu tóc ""Tại Wrestlemania chống lại Vince McMahon,"" truy cập ngày 4 tháng 1 năm 2017"
"WWE, ""Bobby Lashley và Umaga - Trận chiến của tỷ phú phù hợp: WrestleMania 23,"" truy cập ngày 4 tháng 1 năm 2017"
"WWE, Donald Trump WWE Hall of Fame, truy cập vào ngày 4 tháng 1 năm 2017"
"UniversePolitics.com, ""Cử tri đại cử tri bầu cử tự tử để tránh bỏ phiếu cho Donald Trump,"" ngày 19 tháng 12 năm 2016"
"Toledo Blade, ""đại cử tri Ohio, Michigan cho biết họ sẽ không chuyển đổi phiếu bầu"", ngày 4 tháng 12 năm 2016"
"NPR, ""Texas Elector từ chức, nói rằng ông không thể bỏ phiếu cho Trump trong Electoral College,"" ngày 7 tháng 12 năm 2016"
"Thời báo Seattle, ""Podcast chính trị: âm mưu chống Trump của Hamilton Elector và số tiền thuế $ 4 tỷ của Inslee, trên The Overcast,"" ngày 16 tháng 12 năm 2016"
"WorldNewsDailyReport.com, ""Cử tri đại cử tri bầu cử tự tử để tránh bỏ phiếu cho Donald Trump,"" ngày 19 tháng 12 năm 2016"
"The Hill, ""Khi nào Đại cử tri bỏ phiếu?"", Ngày 19 tháng 12 năm 2016"
"CNN, ""Cử tri vẫn trung thành với Trump và chọn anh ấy là người chiến thắng chính thức"", ngày 19 tháng 12 năm 2016"
"Cơ quan Lập pháp Michigan, luật bầu cử Michigan 168,47, được truy cập ngày 3 tháng 1 năm 2017"
"BuzzFeedUSA.com, ""Breaking: Crew của Air Force One từ chối Fly Obama 6000 Miles‘Chỉ cần chơi Golf, '"" 20 tháng 12 năm 2016"
"Washington Post, Gia đình đầu tiên rời đi Hawaii, ngày 16 tháng 12 năm 2016"
"Báo cáo hồ bơi của Nhà Trắng, từ ngày 16 đến ngày 29 tháng 12 năm 2016"
"Dịch vụ Nghiên cứu Quốc hội, Du lịch Tổng thống: Chính sách và Chi phí, ngày 17 tháng 5 năm 2007"
"NewsExaminer.net, ""Đại lý dịch vụ bí mật nói Obama là người Hồi giáo & Gay trong cuốn sách mới cho tất cả,"" truy cập ngày 23 tháng 12 năm 2016"
"Thời báo kinh doanh quốc tế, ""Banksy bị bắt giữ: Paul Horner, dương vật lớn nhất thế giới và mọi người trong lịch sử hoành tráng Internet"", ngày 20 tháng 10 năm 2014"
"Washington Post, ""Đây không phải là một cuộc phỏng vấn với Banksy,"" ngày 22 tháng 10 năm 2014"
"NBC.com.co, ""Đại lý dịch vụ bí mật nói Obama là người Hồi giáo & Gay trong cuốn sách giới thiệu mới"", ngày 2 tháng 10 năm 2015"
"ABCNews.com.co, ""Đại lý dịch vụ bí mật nói Obama là người đồng tính & Hồi giáo trong cuốn sách giới thiệu mới"", ngày 10 tháng 11 năm 2016"
"Bài viết, ""Tòa án Liên bang Pennsylvania cấp thẩm quyền xóa Trump sau khi Nga can thiệp,"" Hôm nay Tin tức 24."
"Cột, Alex Mohajer, ""can thiệp của Nga có thể cung cấp cho tòa án cơ quan pháp lý để cài đặt Clinton,"" Huffington Post, ngày 10 tháng 12 năm 2016."
"Kiểm tra sự thật, Louis Jacobson, ""Trang web giả thuyết về lý thuyết lâu dài về các tòa án thay thế Donald Trump bằng Hillary Clinton,"" PolitiFact."
"Tin tức, Michael deCourcy Hinds, ""Phán quyết chống gian lận thay đổi Thượng viện Pennsylvania,"" New York Times, ngày 19 tháng 2 năm 1994."
"Tin tức bài báo, ""FBI trong thỏa thuận với CIA rằng Nga nhằm giúp Trump giành chiến thắng Nhà Trắng,"" Washington Post, ngày 16 tháng 12 năm 2016."
"Tdtalliance.com, ""Chiến tranh vào Giáng sinh: lệnh cấm Obama về thẻ Giáng sinh cho quân đội"", ngày 12 tháng 12 năm 2016"
"Tdtalliance.com, ""Obama ra mắt salvo đầu tiên trong chiến tranh vào dịp Giáng sinh"", ngày 5 tháng 11 năm 2015"
"Nhà Trắng, ""Ngày lễ 2016"", được truy cập vào ngày 23 tháng 12 năm 2016"
"Lưu trữ Quốc gia, Đơn vị Điều hành Barack Obama theo chủ đề, truy cập ngày 23 tháng 12 năm 2016"
"USO, biểu mẫu thẻ ngày lễ, được truy cập vào ngày 23 tháng 12 năm 2016"
"Tìm kiếm, FoxNews.com, được tiến hành ngày 23 tháng 12 năm 2016"
"Snopes, ""FALSE: Obama ra mắt Salvo đầu tiên trong chiến tranh vào dịp Giáng sinh"", ngày 5 tháng 11 năm 2015"
"Câu chuyện, ""Texan Beef"", Snopes.com, ngày 5 tháng 12 năm 2016"
"Câu chuyện tin tức, Austin American-Statesman, ""Các nhà phê bình nói rằng cắt giảm để điều trị cho người khuyết tật ở Texas dựa trên dữ liệu xấu,"" ngày 05 tháng 8 năm 2015; ""Tòa phúc thẩm hủy bỏ vụ kiện ngăn chặn cắt giảm Texas Medicaid,"" ngày 21 tháng 4 năm 2016; ""Việc cắt giảm Medicaid cho trẻ khuyết tật ở Texas tạm thời bị chặn,"" ngày 8 tháng 7 năm 2016; ""Cắt giảm Medicaid cho các dịch vụ trị liệu dành cho trẻ em khuyết tật bắt đầu từ ngày 15 tháng 12,"" ngày 29 tháng 11 năm 2016"
"Tin tức, Texas Tribune, ""Texas tiến lên với cắt giảm ngân sách cho các dịch vụ trị liệu cho trẻ em khuyết tật,"" ngày 28 tháng 11 năm 2016 ""House Speaker Joe Straus thề sẽ cắt giảm các dịch vụ trị liệu cho trẻ em khuyết tật,"" ngày 29 tháng 11 năm 2016"
"Email, Carrie Williams, giám đốc báo chí, Ủy ban Dịch vụ Nhân sinh và Sức khỏe Texas, ngày 16 tháng 12 năm 2016"
"Tài liệu, ""HOẠT ĐỘNG CHUNG VỀ CHUNG CHO ĐỀ NGHỊ 2016-17 BIÊNNIUM Tám mươi tư, kỳ họp thường kỳ lập pháp Texas, 2015 Văn bản Báo cáo Ủy ban Hội nghị về Hóa đơn Nhà số 1,"" được đăng bởi Hội đồng Lập pháp Ngân sách, ngày 12 tháng 10 năm 2015"
"Email, Bill Noble, cố vấn cho Hiệp hội Chăm sóc Gia đình Texas và Hospice, chủ tịch và Giám đốc điều hành, Noble Strategic Partners Inc., ngày 16 tháng 12 năm 2016"
"Hoa Kỳ Snich, ""Breaking: Putin Can thiệp có thể cung cấp cho tòa án pháp lý quyền làm Chủ tịch Hillary,"" ngày 11 tháng 12 năm 2016"
"Alex Mohajer, ""Sự can thiệp của Nga có thể cung cấp cho tòa án cơ quan pháp lý để cài đặt Clinton"" (Huffington Post cột), ban đầu được xuất bản ngày 10 tháng 12 năm 2016"
"Cuộc phỏng vấn qua email với Kermit Roosevelt, giáo sư luật tại Đại học Pennsylvania, ngày 20 tháng 12 năm 2016"
"Cuộc phỏng vấn qua email với Alex Mohajer, giám đốc chính trị của Bros4Hillary và đóng góp cho Huffington Post, ngày 20 tháng 12 năm 2016"
"Politicono.com, ""Sarah Palin gọi đến trung tâm tẩy chay của Mỹ vì"" Ông già Noel luôn trắng trong kinh thánh "","" ngày 3 tháng 12 năm 2016"
"Minneapolis Star Tribune, ""Mall of America đón chào Santa Santa đen đầu tiên"", ngày 1 tháng 12 năm 2016"
