claim,page_citation,page_is_first_citation
Harambe đã nhận được 15.000 phiếu bầu trong cuộc bầu cử tổng thống.,"Daily Snark, ""Harambe, một Gorilla chết, đã nhận hơn 15.000 phiếu bầu cho tổng thống Hoa Kỳ,"" ngày 9 tháng 11",0
Harambe đã nhận được 15.000 phiếu bầu trong cuộc bầu cử tổng thống.,"Vox, ""Bản ghi nhớ của Harambe vẫn còn mạnh mẽ. Và nó còn nhiều hơn một con khỉ đột chết."" 13 tháng 9",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Cuộc phỏng vấn qua email với Rick Hasen, Giáo sư khoa học chính trị của Trường Luật UC-Irvine, ngày 17 tháng 11",1
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Cuộc phỏng vấn qua email với Adam Cox, giáo sư luật tại Đại học New York, ngày 17 tháng 11",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Phỏng vấn, Gregg Phillips, ngày 17 tháng 11",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Tin tức 21, ""Cơ sở dữ liệu toàn diện về gian lận cử tri của Hoa Kỳ tiết lộ không có bằng chứng cho thấy ID ảnh là cần thiết"", ngày 12 tháng 8 năm 2012",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Trung tâm tư pháp Brennan, ""Sự thật về gian lận cử tri,"" 2007",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"InfoWars, ""BÁO CÁO: BA THAY ĐỔI BẦU CỬ TRONG BẦU CỬ BẦU CỬ CHỦ TỊCH B BYNG CÁ NHÂN ALIENS"", ngày 14 tháng 11 năm 2016",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Milo, ""BÁO CÁO: NGAY LẬP TỨC NGAY LẬP TỨC NHIỀU HƠN 3 TRIỆU CHỨNG TRONG CUỘC BẦU CỬ CHỦ TỊCH,"" ngày 14 tháng 11 năm 2016",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"TheNewAmerican, ""Nhóm giám sát gian lận bầu cử cho biết ba triệu người không phải công dân được bầu trong cuộc bầu cử tổng thống,"" ngày 14 tháng 11 năm 2016",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Tự do hàng ngày, ""3 triệu người nhập cư bất hợp pháp đang bị điều tra để bỏ phiếu sau khi Obama nói với họ rằng nó đã được an toàn để làm như vậy ..."" không có ngày",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Gregg Phillips, Twitter",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"The Washington Post, ""Cuộc thanh trừng cử tri Florida đã giải thích"", ngày 18 tháng 6 năm 2012",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"Tampa Bay Times, ""Thống đốc bang Florida Rick Scott's 2012 đã bỏ phiếu vi phạm luật liên bang, các quy tắc của tòa án,"" ngày 1 tháng 4 năm 2014",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"PolitiFact, ""Donald Trump nói sai 14 phần trăm những người không phải là công dân nước ngoài được đăng ký bỏ phiếu,"" ngày 24 tháng 10",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"PolitiFact, ""Đại diện Hoa Kỳ Hastings nói rằng cuộc thanh trừng cử tri không phải cư dân của Florida là một"" thuế thăm dò ý kiến ​​backdoor "".",0
Báo cáo: 3 triệu phiếu bầu trong cuộc bầu cử tổng thống do người ngoài hành tinh bất hợp pháp đưa ra.,"The Washington Post, ""Người ngoài công dân có thể quyết định cuộc bầu cử tháng 11 không?"" Ngày 24 tháng 10 năm 2014",0
"Người biểu tình Donald Trump nói: 'Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump'.","abcnews.com.co, """" Donald Trump Protester nói: ""Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump."" ""Ngày 11 tháng 11 năm 2016",1
"Người biểu tình Donald Trump nói: 'Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump'.","Snopes.com, ""Hướng dẫn thực địa của Snopes"" đến các trang web tin tức giả và các nhà cung cấp dịch vụ hoax, ""ngày 2 tháng 11 năm 2016",0
"Người biểu tình Donald Trump nói: 'Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump'.","Washington Post, ""Nhà văn giả mạo trên Facebook:"" Tôi nghĩ Donald Trump đang ở trong Nhà Trắng vì tôi, ""ngày 17 tháng 11 năm 2016",0
"Người biểu tình Donald Trump nói: 'Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump'.","Washington Post, ""Tại sao Donald Trump và những người ủng hộ ông muốn bạn nghĩ rằng các cuộc biểu tình chống lại ông ta được sản xuất,"" ngày 14 tháng 11 năm 2016",0
"Người biểu tình Donald Trump nói: 'Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump'.","Washington Post, ""Sen. Sasse, sau đây là một số câu trả lời cho câu hỏi của bạn về 'cuộc nổi dậy có trả tiền',"" ngày 17 tháng 11 năm 2016",0
"Người biểu tình Donald Trump nói: 'Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump'.","Bản tin CBS, bảng điểm phỏng vấn 60 phút với Donald Trump, ngày 13 tháng 11 năm 2016",0
"Người biểu tình Donald Trump nói: 'Tôi đã trả $ 3,500 để phản đối cuộc biểu tình của Trump'.","Cuộc phỏng vấn qua email với Caitlin Dewey, phóng viên tờ Washington Post, ngày 17 tháng 11 năm 2016",0
Số cuộc bầu cử cuối cùng năm 2016: Trump đã giành được phiếu bầu phổ biến.,"70news, ""CUỘC BẦU CỬ CUỐI CÙNG 2016 SỐ: TRUMP TẤT CẢ PHỔ BIẾN (62,9 M -62,2 M) VÀ CÁC THỎA THUẬN THẦU BẦU CỬ (306-232) ... HEY CHANGE.ORG, XỬ LÝ VẬT LIỆU LỚN CỦA BẠN NGAY BÂY GIỜ!"" Ngày 12-13 tháng 11 năm 2016",1
Số cuộc bầu cử cuối cùng năm 2016: Trump đã giành được phiếu bầu phổ biến.,"David Wasserman, ""Tracker bình chọn quốc gia năm 2016"", được truy cập vào ngày 14 tháng 11 năm 2016",0
Số cuộc bầu cử cuối cùng năm 2016: Trump đã giành được phiếu bầu phổ biến.,"CNN, trang kết quả bầu cử tổng thống năm 2016 chính, được truy cập ngày 14 tháng 11 năm 2016",0
Số cuộc bầu cử cuối cùng năm 2016: Trump đã giành được phiếu bầu phổ biến.,"Associated Press, kết quả bầu cử (thông qua PBS NewsHour), truy cập ngày 14 tháng 11 năm 2016",0
Số cuộc bầu cử cuối cùng năm 2016: Trump đã giành được phiếu bầu phổ biến.,"Business Insider, ""Google đang xem xét kết quả tìm kiếm tin tức hàng đầu không chính xác được hiển thị dưới dạng cuộc kiểm phiếu bình chọn cuối cùng,"" ngày 14 tháng 11 năm 2016",0
Số cuộc bầu cử cuối cùng năm 2016: Trump đã giành được phiếu bầu phổ biến.,"Washington Post, ""Liên kết tin tức hàng đầu của Google cho"" kết quả bầu cử cuối cùng ""chuyển đến một trang web tin tức giả mạo có số giả,"" ngày 14 tháng 11 năm 2016",0
FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton.,"Bài viết hàng ngày bảo thủ, ""Breaking: FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton,"" ngày 1 tháng 11 năm 2016",1
FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton.,"New York Post, ""Các email mới của Clinton được tìm thấy trong cuộc thăm dò tiếp theo của Anthony Weiner"", ngày 28 tháng 10 năm 2016",0
FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton.,"Email, Andrew Ames, người phát ngôn, Cục điều tra liên bang, ngày 3 tháng 11 năm 2016",0
FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton.,"The Beast hàng ngày, ""Tỷ phú Pedophile Ai có thể mang xuống Donald Trump và Hillary Clinton,"" ngày 30 tháng 6 năm 2016",0
FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton.,"Sun Sentinel, ""Mayo: Một số tội phạm tình dục có được cuộc sống, Epstein được Paris,"" ngày 4 tháng 2 năm 2015",0
FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton.,"Gawker, ""Đây là tỷ phú Pedophile Jeffrey Epstein's Little Black Book,"" ngày 23 tháng 1 năm 2015",0
FBI xác nhận bằng chứng về mạng lưới tình dục ngầm rộng lớn của Clinton.,"FoxNews, ""Bản ghi chuyến bay cho thấy Bill Clinton đã bay trên máy bay phản lực của người phạm tội tình dục nhiều hơn trước đây được biết đến,"" ngày 13 tháng 5 năm 2016",0
Hàng chục ngàn phiếu chống gian lận của Clinton được tìm thấy tại nhà kho Ohio.,"Bản tin thời báo Christian Times, ""Hàng chục nghìn phiếu bầu gian lận của Clinton được tìm thấy tại nhà kho Ohio,"" ngày 30 tháng 9 năm 2016",1
Nói những bức ảnh của Hillary Clinton tại cuộc tranh luận về những gì có thể là một tai nghe.,"Charisma News, ""Hillary có bị bắt gian lận không?"" Ngày 27 tháng 9 năm 2016",1
Nói những bức ảnh của Hillary Clinton tại cuộc tranh luận về những gì có thể là một tai nghe.,"World Net Daily, ""Hillary có dây cho Trump tranh luận?"" Ngày 27 tháng 9 năm 2016",0
Nói những bức ảnh của Hillary Clinton tại cuộc tranh luận về những gì có thể là một tai nghe.,"Express, ""Hillary Clinton có đeo tai nghe để tán gẫu cuộc tranh luận của Mỹ không? Lý thuyết âm mưu quét web,"" ngày 28 tháng 9 năm 2016",0
Nói những bức ảnh của Hillary Clinton tại cuộc tranh luận về những gì có thể là một tai nghe.,"Snopes.com, ""Lời khuyên âm thanh"", ngày 27 tháng 9 năm 2016",0
Nói những bức ảnh của Hillary Clinton tại cuộc tranh luận về những gì có thể là một tai nghe.,"Snopes.com, ""Fear Piece,"" ngày 8 tháng 9 năm 2016",0
Nói những bức ảnh của Hillary Clinton tại cuộc tranh luận về những gì có thể là một tai nghe.,"Phỏng vấn Richard Quindry, chuyên gia về nhiếp ảnh và nhiếp ảnh khu vực Philadelphia, ngày 28 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Người gọi hàng ngày, Chương trình AIDS của Quỹ AIDS được phân phối cho các nước thế giới thứ ba, ngày 19 tháng 9 năm 2016",1
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Văn phòng đại diện Marsha Blackburn, Quỹ Clinton và Câu chuyện thành công của Ấn Độ, ngày 20 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Bộ Tư pháp Hoa Kỳ, Nhà sản xuất thuốc Generic Gillaxy Plilty Guilty và Agrees phải trả $ 500 triệu để giải quyết các cáo buộc sai tuyên bố, vi phạm cGMP và tuyên bố sai cho FDA, ngày 13 tháng 5 năm 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cục Quản lý Thực phẩm và Dược phẩm, FDA phát hành Thư cảnh báo cho Phòng thí nghiệm Ranbaxy, và Thông báo Nhập khẩu Thuốc từ hai cây Ranbaxy ở Ấn Độ, ngày 16 tháng 9 năm 2008",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Clinton Foundation, Ranbaxy bản ghi nhớ, ngày 28 tháng 9 năm 2008",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tài sản, thuốc bẩn, ngày 15 tháng 5 năm 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Nhà khoa học châu Á, Ranbaxy bị phạt tiền: Nhiều hơn là đáp ứng mắt, ngày 24 tháng 6 năm 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Fierce Pharma, Vương quốc Anh đảm bảo kiểm tra bệnh nhân tìm thấy thuốc Ranbaxy an toàn, ngày 28 tháng 6 năm 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cơ quan quản lý dược phẩm và dược phẩm của Vương quốc Anh, báo cáo của MHRA về Ranbaxy, ngày 14 tháng 6 năm 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Business Day Live, các loại thuốc generic của Ấn Độ 'an toàn và hiệu quả', cho biết hội đồng thuốc, ngày 5 tháng 6 năm 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"UNITAID, CHAI, UNITAID và DFID tuyên bố giảm giá thuốc điều trị HIV / AIDS ở các nước đang phát triển, ngày 17 tháng 5 năm 2011",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cục Quản lý Thực phẩm và Dược phẩm Hoa Kỳ, Thư gửi Ranbaxy, ngày 25 tháng 2 năm 2009",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cảnh báo PEPFAR, HHS / FDA: Phòng thí nghiệm Ranbaxy, tháng 9 22, 2008",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Các bác sĩ không biên giới, trả lời các báo cáo về thực hành gian lận của Ranbaxy, 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tổ chức Y tế Thế giới, Sự tham gia của Ranbaxy Laboratories Limited trong WHO sơ tuyển thuốc, tháng 5 năm 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tổ chức Y tế Thế giới, WHO phản ứng với các hành động pháp lý của FDA Hoa Kỳ liên quan đến trang web Toansa của Ranbaxy Laboratories Ltd, ngày 24 tháng 1 năm 2014",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tổ chức Y tế Thế giới, Khảo sát chất lượng thuốc kháng vi-rút đang lưu hành ở một số nước Châu Phi, tháng 9 năm 2007",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tổ chức Y tế Thế giới, Báo cáo tiến độ sơ tuyển, 2013",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"WHO, Tổng quan về WHOPARs của các sản phẩm thuốc được sơ tuyển, được truy cập vào ngày 20 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cơ quan quản lý dược phẩm và thực phẩm Hoa Kỳ, tổ chức y tế thế giới sơ tuyển thuốc kháng virus của Ranbaxy, ngày 23 tháng 8 năm 2005",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tổ chức Y tế Thế giới, Ranbaxy rút tất cả các loại thuốc kháng virus của mình khỏi sơ tuyển của WHO, ngày 9 tháng 11 năm 2004",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tạp chí Dược lâm sàng, Thuốc tiêu chuẩn: một cuộc khủng hoảng tiềm năng đối với sức khỏe cộng đồng, tháng 8 năm 2014",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Liên đoàn dược phẩm quốc tế, FIP / AAPS Hội thảo chung Báo cáo: Giải thể / Trong thử nghiệm phát hành Vitro của Novel / Các dạng bào chế đặc biệt, tháng 4 năm 2011",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Tòa án tối cao Ấn Độ, thỉnh nguyện kiến ​​nghị, 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, Regan Lachapelle, phát ngôn viên, Sáng kiến ​​tiếp cận sức khỏe của Clinton, ngày 21 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, Lyndsay Meyer, Cán bộ báo chí, Cục quản lý thực phẩm và dược phẩm Hoa Kỳ, ngày 21 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, Joey Gouws, Nhà đăng ký thuốc, Chính phủ Nam Phi, ngày 22 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, Ellen 't Hoen, chuyên gia tư vấn, Luật và chính sách về thuốc, Đại học Groningen, Hà Lan, ngày 22 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, David Haroz, người phát ngôn, Chương trình Khẩn cấp của Tổng thống về Cứu trợ AIDS, ngày 20 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, Srividhya Ragavan, giáo sư luật, Trường Luật Texas A & M, ngày 20 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, Renbit Lago, Tổng thư ký, Hội đồng các tổ chức quốc tế về khoa học y tế, ngày 22 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Cuộc phỏng vấn qua email, Rohit Malpani, giám đốc chính sách & phân tích, Médecins Sans Frontières - Chiến dịch truy cập, ngày 23 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Phỏng vấn, Richard Pollock, phóng viên, Daily Caller, ngày 20 tháng 9 năm 2016",0
Cựu Tổng thống Bill Clinton và Sáng kiến ​​Tiếp cận Sức khỏe Clinton (CHAI) của ông đã phân phát các loại thuốc HIV / AIDS “tưới nước” cho bệnh nhân ở vùng cận Sahara châu Phi.,"Trao đổi qua email, Stefanie Wheeler, giám đốc truyền thông, Đại diện Marsha Blackburn, ngày 21 tháng 9 năm 2016",0
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","Twitter, @Ten_GOP",1
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","Express, ""PICTURED: y tá bí mật của Hillary Clinton kiểm tra nhịp tim"" khi Clinton nắm chặt trái tim cô, ""ngày 13 tháng 9 năm 2016",0
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","Washington Post, ""Cơ thể tăng gấp đôi, các bác sĩ bí mật: các lý thuyết âm mưu của Clinton nở hoa sau khi chẩn đoán viêm phổi,"" ngày 13 tháng 9 năm 2016",0
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","New York Post, ""y tá"" của Hillary thực sự là một người phụ nữ lớn tuổi và một cựu trợ lý "", ngày 13 tháng 9 năm 2016",0
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","SeanHannity.com, ""HÌNH ẢNH: Người phụ nữ này là ai? Quấy rối bí ẩn"" Y tá bí mật 'Nhìn thấy Hillary tại Đài tưởng niệm, ""ngày 13 tháng 9 năm 2016",0
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","Wikileaks.com, Christine Falvo gửi email tới Hillary Clinton",0
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","Linkedin, Christine Falvo",0
"Hillary Clinton đã có một ""y tá bí mật"" với cô tại lễ tưởng niệm ngày 11 tháng 9 tại New York.","Cuộc phỏng vấn qua email với người phát ngôn chiến dịch Clinton, Josh Schwerin, ngày 13 tháng 9 năm 2016",0
"Nói rằng ""71% các bác sĩ nói rằng mối quan tâm về sức khỏe của Hillary là"" nghiêm trọng ""và"" có thể bị loại. "" ""","PolitiFact.com, ""Những gì chúng ta biết về sức khỏe của Donald Trump và Hillary Clinton,"" ngày 16 tháng 8 năm 2016",1
